severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	quickFixAvailable	branch	tags	component	flows	scope	textRange	debt	key	hash	status
MAJOR	2023-08-11T15:38:41+0000		46.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_batch_processing.py		MAIN	{startLine=46.0, endLine=46.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNkX5AMBGlO_4zJH	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		56.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_batch_processing.py		MAIN	{startLine=56.0, endLine=56.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNkY5AMBGlO_4zJI	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		129.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_batch_processing.py		MAIN	{startLine=129.0, endLine=129.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNkY5AMBGlO_4zJK	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		75.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=75.0, endLine=75.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg35AMBGlO_4zI4	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		89.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=89.0, endLine=89.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg35AMBGlO_4zI5	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		109.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=109.0, endLine=109.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg35AMBGlO_4zI7	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		191.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=191.0, endLine=191.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg45AMBGlO_4zI8	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		233.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=233.0, endLine=233.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg45AMBGlO_4zI9	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		328.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=328.0, endLine=328.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg45AMBGlO_4zI-	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		377.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=377.0, endLine=377.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg45AMBGlO_4zI_	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		513.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=513.0, endLine=513.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg45AMBGlO_4zJA	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		773.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=773.0, endLine=773.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg45AMBGlO_4zJB	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		961.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_enrichment.py		MAIN	{startLine=961.0, endLine=961.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNg45AMBGlO_4zJC	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		84.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=84.0, endLine=84.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJa	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		111.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=111.0, endLine=111.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJb	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		131.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=131.0, endLine=131.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJd	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		222.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=222.0, endLine=222.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJe	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		265.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=265.0, endLine=265.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJf	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		360.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=360.0, endLine=360.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJg	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		409.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=409.0, endLine=409.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJh	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		556.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=556.0, endLine=556.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJi	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		966.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=966.0, endLine=966.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJj	de7228887a1d2986f242c44cb1da3e04	OPEN
MAJOR	2023-08-11T15:38:41+0000		1050.0		python:S125	Metadata_Framework	5min	Remove this commented out code.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"unused / "	Metadata_Framework:mdf/mdf_data_ingestion.py		MAIN	{startLine=1050.0, endLine=1050.0, startOffset=0.0, endOffset=11.0}	5min	AYnlQNml5AMBGlO_4zJk	de7228887a1d2986f242c44cb1da3e04	OPEN
CRITICAL	2023-08-11T15:38:41+0000		809.0		python:S5747	Metadata_Framework	10min	"Remove this ""raise"" statement or move it inside an ""except"" block."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"confusing / error-handling / unpredictable / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=809.0, endLine=809.0, startOffset=8.0, endOffset=13.0}	10min	AYnlQNcH5AMBGlO_4zIp	090245289ce5a188ea08adfb0defd1cb	OPEN
CRITICAL	2023-08-11T15:38:41+0000		939.0		python:S5747	Metadata_Framework	10min	"Remove this ""raise"" statement or move it inside an ""except"" block."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"confusing / error-handling / unpredictable / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=939.0, endLine=939.0, startOffset=12.0, endOffset=17.0}	10min	AYnlQNcH5AMBGlO_4zIq	090245289ce5a188ea08adfb0defd1cb	OPEN
MINOR	2023-08-11T15:38:41+0000		997.0		python:S117	Metadata_Framework	2min	"Rename this parameter ""runPipelineName"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"convention / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=997.0, endLine=997.0, startOffset=4.0, endOffset=19.0}	2min	AYnlQNcH5AMBGlO_4zIr	8b3d73d9ac0eb98445f726a260a5cf14	OPEN
CRITICAL	2023-08-11T15:38:41+0000		1051.0		python:S1192	Metadata_Framework	12min	"Define a constant instead of duplicating this literal """"""
                        Introducing a time delay of 60 seconds,
                            in the corresponding pipeline stage
                    """""" 6 times."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"design / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py	"{locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1127.0, endLine=1130.0, startOffset=20.0, endOffset=23.0}, msg=Duplication}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1239.0, endLine=1242.0, startOffset=20.0, endOffset=23.0}, msg=Duplication}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1360.0, endLine=1363.0, startOffset=20.0, endOffset=23.0}, msg=Duplication}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1499.0, endLine=1502.0, startOffset=20.0, endOffset=23.0}, msg=Duplication}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1616.0, endLine=1619.0, startOffset=20.0, endOffset=23.0}, msg=Duplication}]} / "	MAIN	{startLine=1051.0, endLine=1054.0, startOffset=20.0, endOffset=23.0}	12min	AYnlQNcG5AMBGlO_4zIm	d7ef7076734ae84447992034ead7723d	OPEN
CRITICAL	2023-08-11T15:38:41+0000		1304.0		python:S5747	Metadata_Framework	10min	"Remove this ""raise"" statement or move it inside an ""except"" block."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"confusing / error-handling / unpredictable / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=1304.0, endLine=1304.0, startOffset=12.0, endOffset=17.0}	10min	AYnlQNcI5AMBGlO_4zIs	090245289ce5a188ea08adfb0defd1cb	OPEN
CRITICAL	2023-08-11T15:38:41+0000		1439.0		python:S5747	Metadata_Framework	10min	"Remove this ""raise"" statement or move it inside an ""except"" block."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"confusing / error-handling / unpredictable / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=1439.0, endLine=1439.0, startOffset=12.0, endOffset=17.0}	10min	AYnlQNcI5AMBGlO_4zIt	090245289ce5a188ea08adfb0defd1cb	OPEN
MINOR	2023-08-11T15:38:41+0000		1567.0		python:S117	Metadata_Framework	2min	"Rename this local variable ""watermarkId_df"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"convention / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=1567.0, endLine=1567.0, startOffset=8.0, endOffset=22.0}	2min	AYnlQNcI5AMBGlO_4zIu	351a62c4fc315e192d69240f1490c765	OPEN
CRITICAL	2023-08-11T15:38:41+0000		1750.0		python:S5747	Metadata_Framework	10min	"Remove this ""raise"" statement or move it inside an ""except"" block."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"confusing / error-handling / unpredictable / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=1750.0, endLine=1750.0, startOffset=16.0, endOffset=21.0}	10min	AYnlQNcI5AMBGlO_4zIv	090245289ce5a188ea08adfb0defd1cb	OPEN
CRITICAL	2023-08-11T15:38:41+0000		1758.0		python:S5747	Metadata_Framework	10min	"Remove this ""raise"" statement or move it inside an ""except"" block."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"confusing / error-handling / unpredictable / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=1758.0, endLine=1758.0, startOffset=12.0, endOffset=17.0}	10min	AYnlQNcI5AMBGlO_4zIw	090245289ce5a188ea08adfb0defd1cb	OPEN
CRITICAL	2023-08-11T15:38:41+0000		1774.0		python:S3776	Metadata_Framework	12min	Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"brain-overload / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py	"{locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1781.0, endLine=1781.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1786.0, endLine=1786.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1791.0, endLine=1791.0, startOffset=12.0, endOffset=16.0}, msg=+1}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1800.0, endLine=1800.0, startOffset=20.0, endOffset=22.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1803.0, endLine=1803.0, startOffset=8.0, endOffset=12.0}, msg=+1}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1805.0, endLine=1805.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1809.0, endLine=1809.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1812.0, endLine=1812.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1817.0, endLine=1817.0, startOffset=24.0, endOffset=26.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1826.0, endLine=1826.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1835.0, endLine=1835.0, startOffset=16.0, endOffset=18.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Metadata_Framework:mdf/mdf_data_pipeline_libraries.py, textRange={startLine=1840.0, endLine=1840.0, startOffset=4.0, endOffset=10.0}, msg=+1}]} / "	MAIN	{startLine=1774.0, endLine=1774.0, startOffset=4.0, endOffset=40.0}	12min	AYnlQNcI5AMBGlO_4zIy	2aef860358d8ee7013db46eed5e4a868	OPEN
MINOR	2023-08-11T15:38:41+0000		1787.0		python:S117	Metadata_Framework	2min	"Rename this local variable ""fileName"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"convention / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=1787.0, endLine=1787.0, startOffset=16.0, endOffset=24.0}	2min	AYnlQNcI5AMBGlO_4zIx	ea7d2c42797fa71573362fcbd96473ab	OPEN
MINOR	2023-08-11T15:38:41+0000		2201.0		python:S117	Metadata_Framework	2min	"Rename this local variable ""columnName"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-08-11T15:38:41+0000	CODE_SMELL	false	test	"convention / "	Metadata_Framework:mdf/mdf_data_pipeline_libraries.py		MAIN	{startLine=2201.0, endLine=2201.0, startOffset=12.0, endOffset=22.0}	2min	AYnlQNcI5AMBGlO_4zIz	ddcc2e3d01329042d723d944a53725c1	OPEN
